STN---,WBAN , YEARMODA,   TEMP,  ,   DEWP,  ,  SLP  ,  ,  STP  ,  , VISIB,  ,  WDSP,  , MXSPD,  GUST,   MAX  ,  MIN  ,PRCP  ,SNDP , FRSHTT,
722860,23119, 19330101,   56.6, 9, 9999.9, 0, 9999.9, 0, 9999.9, 0,  24.9, 9,   3.0, 9,   6.0, 999.9,   66.0*,  37.0*, 0.00I,999.9, 000000,
722860,23119, 19330102,   57.0, 9, 9999.9, 0, 1018.5, 9, 9999.9, 0,   9.9, 9,   2.1, 9,   5.1, 999.9,   67.3*,  35.4*, 0.00I,999.9, 000000,
722860,23119, 19330103,   51.5, 9, 9999.9, 0, 1018.8, 9, 9999.9, 0,   9.9, 9,   2.0, 9,   7.0, 999.9,   61.3*,  33.4*, 0.00I,999.9, 000000,
722860,23119, 19330104,   58.9, 9, 9999.9, 0, 1021.4, 9, 9999.9, 0,   9.9, 9,   4.5, 9,   9.9, 999.9,   70.3*,  34.3*, 0.00I,999.9, 000000,
722860,23119, 19330105,   64.6, 9, 9999.9, 0, 1019.8, 9, 9999.9, 0,   9.9, 9,   3.4, 9,   5.1, 999.9,   74.3*,  44.4*, 0.00I,999.9, 000000,
722860,23119, 19330106,   59.5, 9, 9999.9, 0, 1017.1, 8, 9999.9, 0,  11.6, 9,   6.2, 9,  14.0, 999.9,   73.4*,  37.4*, 0.00I,999.9, 000000,
722860,23119, 19330107,   67.0, 9, 9999.9, 0, 1020.5, 9, 9999.9, 0,   9.9, 9,   2.7, 9,   5.1, 999.9,   77.4*,  40.3*, 0.00I,999.9, 000000,
722860,23119, 19330108,   58.0, 9, 9999.9, 0, 1021.3, 9, 9999.9, 0,   9.9, 9,   4.7, 9,  12.0, 999.9,   74.3*,9999.9 , 0.00I,999.9, 000000,
722860,23119, 19330109,   65.4, 9, 9999.9, 0, 1019.5, 9, 9999.9, 0,   9.9, 9,   2.3, 9,   2.9, 999.9,   81.3*,  41.4*, 0.00I,999.9, 000000,
722860,23119, 19330110,   61.8, 9, 9999.9, 0, 1014.2, 9, 9999.9, 0,   9.9, 9,   2.7, 9,   5.1, 999.9,   77.4*,  37.4*, 0.00I,999.9, 000000,
722860,23119, 19330111,   56.2, 9, 9999.9, 0, 1024.3, 9, 9999.9, 0,   4.9, 9,  10.0, 9,  14.0, 999.9,   61.3*,  46.4*, 0.00I,999.9, 000000,
722860,23119, 19330112,   63.0, 9, 9999.9, 0, 1023.2, 9, 9999.9, 0,   9.9, 9,   5.3, 9,   7.0, 999.9,   72.3*,  40.3*, 0.00I,999.9, 000000,
722860,23119, 19330113,   66.8, 9, 9999.9, 0, 1021.6, 9, 9999.9, 0,   9.9, 9,   3.8, 9,  11.1, 999.9,   74.3*,  53.4*, 0.00I,999.9, 000000,
722860,23119, 19330114,   66.0, 9, 9999.9, 0, 1016.1, 9, 9999.9, 0,   9.9, 9,   4.7, 9,   9.9, 999.9,   73.4*,  53.4*, 0.00I,999.9, 000000,
722860,23119, 19330115,   50.7, 9, 9999.9, 0, 1009.3, 9, 9999.9, 0,   9.9, 9,  14.4, 9,  21.0, 999.9,   54.3*,  46.4*, 0.00I,999.9, 000000,
722860,23119, 19330116,   45.9, 9, 9999.9, 0, 1007.6, 9, 9999.9, 0,   9.3, 9,  15.5, 9,  22.9, 999.9,   47.3*,  42.4*,99.99 ,999.9, 010000,
722860,23119, 19330117,   42.8, 9, 9999.9, 0, 1004.7, 9, 9999.9, 0,   9.7, 9,   6.1, 9,  13.0, 999.9,   45.3*,  38.3*,99.99 ,999.9, 010000,
722860,23119, 19330118,   42.6, 9, 9999.9, 0, 1019.7, 9, 9999.9, 0,   9.9, 9,   1.9, 9,   2.9, 999.9,   46.4*,  35.4*, 0.00I,999.9, 000000,
722860,23119, 19330119,   46.7, 9, 9999.9, 0, 1011.2, 9, 9999.9, 0,   9.9, 9,  16.2, 9,  23.9, 999.9,   49.3*,  42.4*,99.99 ,999.9, 010000,
722860,23119, 19330120,   39.0, 9, 9999.9, 0, 1008.7, 9, 9999.9, 0,   7.6, 9,   3.5, 9,   7.0, 999.9,   42.4*,  33.4*,99.99 ,999.9, 110000,
722860,23119, 19330121,   42.9, 9, 9999.9, 0, 1018.9, 9, 9999.9, 0,   8.9, 9,   1.9, 9,   2.9, 999.9,   47.3*,  35.4*, 0.00I,999.9, 100000,
722860,23119, 19330122,   43.5, 9, 9999.9, 0, 1017.0, 9, 9999.9, 0,   9.5, 9,   4.9, 9,   9.9, 999.9,   46.4*,  40.3*,99.99 ,999.9, 010000,
722860,23119, 19330123,   41.9, 9, 9999.9, 0, 1013.9, 9, 9999.9, 0,   7.5, 9,  11.2, 9,  16.9, 999.9,   44.4*,  37.4*,99.99 ,999.9, 110000,
722860,23119, 19330124,   45.9, 9, 9999.9, 0, 1022.9, 9, 9999.9, 0,   8.9, 9,   3.8, 9,   7.0, 999.9,   54.3*,  36.3*, 0.00I,999.9, 000000,
722860,23119, 19330125,   42.4, 9, 9999.9, 0, 1021.0, 9, 9999.9, 0,   9.7, 9,   5.8, 9,   9.9, 999.9,   45.3*,  33.4*,99.99 ,999.9, 010000,
722860,23119, 19330126,   50.1, 9, 9999.9, 0, 1022.1, 9, 9999.9, 0,   8.0, 9,   7.9, 9,  16.9, 999.9,   58.3*,  34.3*, 0.00I,999.9, 000000,
722860,23119, 19330127,   50.1, 9, 9999.9, 0, 1013.2, 9, 9999.9, 0,   9.9, 9,   3.9, 9,   8.9, 999.9,   60.3*,  38.3*, 0.00I,999.9, 000000,
722860,23119, 19330128,   43.6, 9, 9999.9, 0, 1015.0, 9, 9999.9, 0,   9.9, 9,   8.3, 9,  12.0, 999.9,   48.4*,  35.4*, 0.00I,999.9, 000000,
722860,23119, 19330129,   41.9, 9, 9999.9, 0, 1013.8, 8, 9999.9, 0,   9.7, 9,   9.3, 9,  14.0, 999.9,   44.4*,  37.4*,99.99 ,999.9, 010000,
722860,23119, 19330130,   50.0, 9, 9999.9, 0, 1011.9, 9, 9999.9, 0,   9.9, 9,   2.0, 9,   5.1, 999.9,   55.4*,  40.3*, 0.00I,999.9, 000000,
722860,23119, 19330131,   48.8, 9, 9999.9, 0, 1019.4, 9, 9999.9, 0,   9.9, 9,   2.3, 9,   6.0, 999.9,   55.4*,  35.4*, 0.00I,999.9, 000000,
722860,23119, 19330201,   50.4, 9, 9999.9, 0, 1019.3, 9, 9999.9, 0,   5.2, 9,   1.5, 9,   2.9, 999.9,   62.4*,  32.4*, 0.00I,999.9, 100000,
722860,23119, 19330202,   56.0, 9, 9999.9, 0, 1017.9, 9, 9999.9, 0,   9.9, 9,   5.2, 9,   8.9, 999.9,   64.4*,  42.4*, 0.00I,999.9, 000000,
722860,23119, 19330203,   49.8, 9, 9999.9, 0, 1019.7, 8, 9999.9, 0,  11.0, 9,  10.6, 9,  14.0, 999.9,   52.3*,  42.4*, 0.00I,999.9, 000000,
722860,23119, 19330204,   53.8, 9, 9999.9, 0, 1020.8, 9, 9999.9, 0,   9.9, 9,  11.5, 9,  14.0, 999.9,   58.3*,  44.4*, 0.00I,999.9, 000000,
722860,23119, 19330205,   58.8, 9, 9999.9, 0, 1015.6, 9, 9999.9, 0,   9.9, 9,   6.2, 9,  11.1, 999.9,   64.4*,  46.4*, 0.00I,999.9, 000000,
722860,23119, 19330206,   53.7, 9, 9999.9, 0, 1011.6, 9, 9999.9, 0,   9.9, 9,   5.5, 9,   9.9, 999.9,   60.3*,  41.4*, 0.00I,999.9, 000000,
722860,23119, 19330207,   47.7, 9, 9999.9, 0, 1020.7, 9, 9999.9, 0,   7.8, 9,  12.4, 9,  19.0, 999.9,   52.3*,  40.3*, 0.00I,999.9, 000000,
722860,23119, 19330208,   48.9, 9, 9999.9, 0, 1025.1, 9, 9999.9, 0,   9.9, 9,   2.2, 9,   2.9, 999.9,   56.3*,  35.4*, 0.00I,999.9, 000000,
722860,23119, 19330209,   47.9, 9, 9999.9, 0, 1021.5, 9, 9999.9, 0,   8.4, 9,   2.5, 9,   4.1, 999.9,   56.3*,  33.4*, 0.00I,999.9, 000000,
722860,23119, 19330210,   45.9, 9, 9999.9, 0, 1027.2, 9, 9999.9, 0,   7.7, 9,  18.1, 9,  22.0, 999.9,   54.3*,  37.4*, 0.00I,999.9, 000000,
722860,23119, 19330211,   53.8, 9, 9999.9, 0, 1024.6, 9, 9999.9, 0,   9.9, 9,   1.7, 9,   4.1, 999.9,   63.3*,  36.3*, 0.00I,999.9, 000000,
722860,23119, 19330212,   51.6, 9, 9999.9, 0, 1019.8, 9, 9999.9, 0,   9.9, 9,   4.2, 9,   8.0, 999.9,   59.4*,  41.4*, 0.00I,999.9, 000000,
722860,23119, 19330213,   52.8, 9, 9999.9, 0, 1015.2, 9, 9999.9, 0,   9.5, 9,   5.4, 9,   8.9, 999.9,   59.4*,  43.3*, 0.00I,999.9, 000000,
722860,23119, 19330214,   56.0, 9, 9999.9, 0, 1024.6, 9, 9999.9, 0,   9.9, 9,   4.1, 9,   8.9, 999.9,   65.3*,  38.3*, 0.00I,999.9, 000000,
722860,23119, 19330215,   61.0, 9, 9999.9, 0, 1025.7, 9, 9999.9, 0,   9.9, 9,   3.6, 9,   8.9, 999.9,   70.3*,  37.4*, 0.00I,999.9, 000000,
722860,23119, 19330216,   56.7, 9, 9999.9, 0, 1017.7, 9, 9999.9, 0,   9.9, 9,   5.5, 9,  12.0, 999.9,   65.3*,  39.4*, 0.00I,999.9, 000000,
722860,23119, 19330217,   59.0, 9, 9999.9, 0, 1015.1, 9, 9999.9, 0,   9.9, 9,   6.8, 9,   8.9, 999.9,   64.4*,  47.3*, 0.00I,999.9, 000000,
722860,23119, 19330218,   52.6, 9, 9999.9, 0, 1016.9, 9, 9999.9, 0,   9.5, 9,   7.1, 9,  14.0, 999.9,   57.4*,  41.4*, 0.00I,999.9, 000000,
722860,23119, 19330219,   57.9, 9, 9999.9, 0, 1023.7, 9, 9999.9, 0,   9.9, 9,   5.5, 9,   8.9, 999.9,   64.4*,  45.3*, 0.00I,999.9, 000000,
722860,23119, 19330220,   63.4, 9, 9999.9, 0, 1022.1, 9, 9999.9, 0,   9.9, 9,   4.2, 9,   8.9, 999.9,   72.3*,  48.4*, 0.00I,999.9, 000000,
722860,23119, 19330221,   61.5, 9, 9999.9, 0, 1014.6, 9, 9999.9, 0,   9.9, 9,   4.6, 9,   8.9, 999.9,   71.2*,  42.4*, 0.00I,999.9, 000000,
722860,23119, 19330222,   67.4, 9, 9999.9, 0, 1019.9, 9, 9999.9, 0,   9.9, 9,   2.3, 9,   5.1, 999.9,   80.2*,  43.3*, 0.00I,999.9, 000000,
722860,23119, 19330223,   60.2, 9, 9999.9, 0, 1014.7, 9, 9999.9, 0,   9.9, 9,   4.3, 9,   9.9, 999.9,   69.3*,  40.3*, 0.00I,999.9, 000000,
722860,23119, 19330224,   51.7, 9, 9999.9, 0, 1014.7, 9, 9999.9, 0,   9.9, 9,  19.6, 9,  23.9, 999.9,   56.3*,  44.4*, 0.00I,999.9, 000000,
722860,23119, 19330225,   56.8, 9, 9999.9, 0, 1016.7, 9, 9999.9, 0,   9.9, 9,  16.7, 9,  21.0, 999.9,   61.3*,  50.4*, 0.00I,999.9, 000000,
722860,23119, 19330226,   56.4, 9, 9999.9, 0, 1019.2, 9, 9999.9, 0,   9.9, 9,   2.3, 9,   4.1, 999.9,   64.4*,  37.4*, 0.00I,999.9, 000000,
722860,23119, 19330227,   61.4, 9, 9999.9, 0, 1017.6, 9, 9999.9, 0,   9.9, 9,   2.7, 9,   7.0, 999.9,   72.3*,  40.3*, 0.00I,999.9, 000000,
722860,23119, 19330228,   64.8, 9, 9999.9, 0, 1012.3, 9, 9999.9, 0,   9.9, 9,   4.1, 9,  14.0, 999.9,   73.4*,  44.4*, 0.00I,999.9, 000000,
722860,23119, 19330301,   61.4, 9, 9999.9, 0, 1015.1, 9, 9999.9, 0,   9.1, 9,   5.5, 9,  13.0, 999.9,   70.3*,  39.4*, 0.00I,999.9, 000000,
722860,23119, 19330302,   62.0, 9, 9999.9, 0, 1016.6, 9, 9999.9, 0,   5.9, 9,   4.5, 9,   8.0, 999.9,   71.2*,  43.3*, 0.00I,999.9, 000000,
722860,23119, 19330303,   63.9, 9, 9999.9, 0, 1017.1, 9, 9999.9, 0,   8.1, 9,   7.1, 9,  19.0, 999.9,   74.3*,  43.3*, 0.00I,999.9, 000000,
722860,23119, 19330304,   70.0, 9, 9999.9, 0, 1016.9, 9, 9999.9, 0,   9.9, 9,  11.2, 9,  15.9, 999.9,   76.3*,  59.4*, 0.00I,999.9, 000000,
722860,23119, 19330305,   65.9, 9, 9999.9, 0, 1021.8, 9, 9999.9, 0,   9.9, 9,   8.0, 9,  13.0, 999.9,   72.3*,  51.3*, 0.00I,999.9, 000000,
722860,23119, 19330306,   73.1, 9, 9999.9, 0, 1017.7, 9, 9999.9, 0,   9.9, 9,   5.4, 9,   8.9, 999.9,   81.3*,  55.4*, 0.00I,999.9, 000000,
722860,23119, 19330307,   68.6, 9, 9999.9, 0, 1015.4, 9, 9999.9, 0,   9.9, 9,   4.3, 9,  13.0, 999.9,   79.3*,  46.4*, 0.00I,999.9, 000000,
722860,23119, 19330308,   65.8, 9, 9999.9, 0, 1015.2, 9, 9999.9, 0,   9.9, 9,   4.4, 9,   8.9, 999.9,   73.4*,  44.4*, 0.00I,999.9, 000000,
722860,23119, 19330309,   65.6, 9, 9999.9, 0, 1015.0, 9, 9999.9, 0,   9.9, 9,   4.4, 9,  12.0, 999.9,   80.2*,  48.4*, 0.00I,999.9, 000000,
722860,23119, 19330310,   65.6, 9, 9999.9, 0, 1015.8, 9, 9999.9, 0,  12.2, 9,   5.0, 9,  11.1, 999.9,   72.3*,  50.0*, 0.00I,999.9, 000000,
722860,23119, 19330311,   63.8, 9, 9999.9, 0, 1014.8, 9, 9999.9, 0,   9.9, 9,   4.0, 9,   8.9, 999.9,   71.2*,  46.4*, 0.00I,999.9, 000000,
722860,23119, 19330312,   57.8, 9, 9999.9, 0, 1016.9, 9, 9999.9, 0,   9.9, 9,   8.2, 9,  15.0, 999.9,   64.4*,  45.3*, 0.00I,999.9, 000000,
722860,23119, 19330313,   56.1, 9, 9999.9, 0, 1020.0, 9, 9999.9, 0,   8.9, 9,   5.0, 9,   8.9, 999.9,   63.3*,  45.3*, 0.00I,999.9, 000000,
722860,23119, 19330314,   63.1, 9, 9999.9, 0, 1016.0, 9, 9999.9, 0,   9.9, 9,   6.6, 9,  22.9, 999.9,   71.2*,  42.4*, 0.00I,999.9, 000000,
722860,23119, 19330315,   56.8, 9, 9999.9, 0, 1016.4, 9, 9999.9, 0,   9.9, 9,   4.7, 9,   8.9, 999.9,   62.4*,  47.3*, 0.00I,999.9, 000000,
722860,23119, 19330316,   54.4, 9, 9999.9, 0, 1016.4, 9, 9999.9, 0,   9.5, 9,   4.5, 9,   8.9, 999.9,   57.4*,  46.4*, 0.00I,999.9, 000000,
722860,23119, 19330317,   57.4, 9, 9999.9, 0, 1016.9, 9, 9999.9, 0,   9.7, 9,   5.3, 9,   9.9, 999.9,   62.4*,  48.4*, 0.00I,999.9, 000000,
722860,23119, 19330318,   58.2, 9, 9999.9, 0, 1018.0, 9, 9999.9, 0,   8.6, 9,   5.9, 9,  14.0, 999.9,   67.3*,  41.4*, 0.00I,999.9, 100000,
722860,23119, 19330319,   69.3, 9, 9999.9, 0, 1017.5, 9, 9999.9, 0,   9.9, 9,  14.5, 9,  21.0, 999.9,   74.3*,  61.3*, 0.00I,999.9, 000000,
722860,23119, 19330320,   70.6, 9, 9999.9, 0, 1014.9, 9, 9999.9, 0,   9.9, 9,   5.4, 9,  11.1, 999.9,   77.4*,  56.3*, 0.00I,999.9, 000000,
722860,23119, 19330321,   59.7, 9, 9999.9, 0, 1011.3, 9, 9999.9, 0,   9.9, 9,   8.7, 9,  16.9, 999.9,   64.4*,  50.4*, 0.00I,999.9, 000000,
722860,23119, 19330322,   60.0, 9, 9999.9, 0, 1012.3, 9, 9999.9, 0,   8.9, 9,   3.4, 9,   8.9, 999.9,   67.3*,  40.3*, 0.00I,999.9, 000000,
722860,23119, 19330323,   53.3, 9, 9999.9, 0, 1016.0, 9, 9999.9, 0,   9.9, 9,  13.3, 9,  21.0, 999.9,   56.3*,  46.4*, 0.00I,999.9, 000000,
722860,23119, 19330324,   59.3, 9, 9999.9, 0, 1022.7, 9, 9999.9, 0,   9.9, 9,   3.3, 9,   6.0, 999.9,   71.2*,  38.3*, 0.00I,999.9, 000000,
722860,23119, 19330325,   63.1, 9, 9999.9, 0, 1017.6, 9, 9999.9, 0,   9.9, 9,   3.9, 9,   9.9, 999.9,   69.3*,  47.3*, 0.00I,999.9, 000000,
722860,23119, 19330326,   61.0, 9, 9999.9, 0, 1019.6, 9, 9999.9, 0,   9.9, 9,   4.9, 9,  11.1, 999.9,   67.3*,  49.3*, 0.00I,999.9, 000000,
722860,23119, 19330327,   63.9, 9, 9999.9, 0, 1019.8, 9, 9999.9, 0,   9.9, 9,   7.4, 9,  12.0, 999.9,   70.3*,  45.3*, 0.00I,999.9, 000000,
722860,23119, 19330328,   54.8, 9, 9999.9, 0, 1019.2, 9, 9999.9, 0,   8.1, 9,   4.2, 9,  12.0, 999.9,   60.3*,  46.4*, 0.00I,999.9, 100000,
722860,23119, 19330329,   56.9, 9, 9999.9, 0, 1016.1, 9, 9999.9, 0,   9.9, 9,   5.2, 9,   8.9, 999.9,   61.3*,  46.4*, 0.00I,999.9, 000000,
722860,23119, 19330330,   66.2, 9, 9999.9, 0, 1016.5, 9, 9999.9, 0,   9.9, 9,   5.6, 9,  12.0, 999.9,   75.4*,  47.3*, 0.00I,999.9, 000000,
722860,23119, 19330331,   70.4, 9, 9999.9, 0, 1016.2, 9, 9999.9, 0,   9.9, 9,   4.3, 9,   8.9, 999.9,   76.3*,  53.4*, 0.00I,999.9, 000000,
722860,23119, 19330401,   76.3, 9, 9999.9, 0, 1014.8, 9, 9999.9, 0,   9.9, 9,   7.9, 9,  16.9, 999.9,   89.2*,  58.3*, 0.00I,999.9, 000000,
722860,23119, 19330402,   74.0, 8, 9999.9, 0, 1014.9, 7, 9999.9, 0,  10.6, 8,   7.1, 8,  16.9, 999.9,   82.4*,  58.3*, 0.00I,999.9, 000000,
722860,23119, 19330403,   70.0, 9, 9999.9, 0, 1010.9, 9, 9999.9, 0,   9.5, 9,   6.8, 9,  12.0, 999.9,   74.3*,  53.4*, 0.00I,999.9, 000000,
722860,23119, 19330404,   56.7, 9, 9999.9, 0, 1007.1, 9, 9999.9, 0,   9.9, 9,   2.6, 9,   4.1, 999.9,   59.4*,  51.3*, 0.00I,999.9, 000000,
722860,23119, 19330405,   71.5, 9, 9999.9, 0, 1010.5, 9, 9999.9, 0,   9.9, 9,   7.6, 9,  21.0, 999.9,   80.2*,  54.3*, 0.00I,999.9, 000000,
722860,23119, 19330406,   63.3, 9, 9999.9, 0, 1012.6, 9, 9999.9, 0,   8.7, 9,   6.7, 9,  16.9, 999.9,   68.4*,  50.4*, 0.00I,999.9, 100000,
722860,23119, 19330407,   54.2, 9, 9999.9, 0, 1012.2, 9, 9999.9, 0,   9.9, 9,   5.4, 9,   9.9, 999.9,   56.3*,  50.4*, 0.00I,999.9, 000000,
722860,23119, 19330408,   57.6, 9, 9999.9, 0, 1012.0, 9, 9999.9, 0,   9.9, 9,   3.5, 9,  12.0, 999.9,   60.3*,  50.4*, 0.00I,999.9, 000000,
722860,23119, 19330409,   59.9, 9, 9999.9, 0, 1013.0, 9, 9999.9, 0,   9.9, 9,   5.8, 9,  12.0, 999.9,   67.3*,  50.4*, 0.00I,999.9, 000000,
722860,23119, 19330410,   68.6, 9, 9999.9, 0, 1018.1, 9, 9999.9, 0,   9.9, 9,   6.8, 9,  16.9, 999.9,   77.4*,  58.3*, 0.00I,999.9, 000000,
722860,23119, 19330411,   73.2, 9, 9999.9, 0, 1017.2, 9, 9999.9, 0,   9.9, 9,   5.1, 9,   8.9, 999.9,   80.2*,  57.4*, 0.00I,999.9, 000000,
722860,23119, 19330412,   71.0, 9, 9999.9, 0, 1013.0, 9, 9999.9, 0,   9.9, 9,   6.1, 9,  13.0, 999.9,   80.2*,  52.3*, 0.00I,999.9, 000000,
722860,23119, 19330413,   74.6, 9, 9999.9, 0, 1017.7, 9, 9999.9, 0,   9.9, 9,   8.0, 9,  15.9, 999.9,   79.3*,  54.3*, 0.00I,999.9, 000000,
722860,23119, 19330414,   76.3, 9, 9999.9, 0, 1020.6, 9, 9999.9, 0,   9.9, 9,  10.8, 9,  21.0, 999.9,   81.3*,  68.4*, 0.00I,999.9, 000000,
722860,23119, 19330415,   74.8, 9, 9999.9, 0, 1013.9, 9, 9999.9, 0,   9.9, 9,   6.4, 9,  15.0, 999.9,   82.4*,  58.3*, 0.00I,999.9, 000000,
722860,23119, 19330416,   63.9, 9, 9999.9, 0, 1009.5, 9, 9999.9, 0,   9.9, 9,   6.8, 9,  15.0, 999.9,   75.4*,  46.4*, 0.00I,999.9, 000000,
722860,23119, 19330417,   53.4, 9, 9999.9, 0, 1009.1, 9, 9999.9, 0,   9.9, 9,  10.9, 9,  14.0, 999.9,   55.4*,  48.4*, 0.00I,999.9, 000000,
722860,23119, 19330418,   44.8, 9, 9999.9, 0, 1011.1, 9, 9999.9, 0,   9.9, 9,   8.1, 9,  15.9, 999.9,   53.4*,  40.3*, 0.00I,999.9, 000000,
722860,23119, 19330419,   53.6, 9, 9999.9, 0, 1016.1, 9, 9999.9, 0,   9.9, 9,   5.9, 8,   8.9, 999.9,   59.4*,  42.4*, 0.00I,999.9, 000000,
722860,23119, 19330420,   53.2, 9, 9999.9, 0, 1019.3, 9, 9999.9, 0,   9.9, 9,   3.7, 9,   8.9, 999.9,   57.4*,  48.4*, 0.00I,999.9, 000000,
722860,23119, 19330421,   64.8, 9, 9999.9, 0, 1015.0, 9, 9999.9, 0,   9.9, 9,   5.0, 9,   9.9, 999.9,   75.4*,  48.4*, 0.00I,999.9, 000000,
722860,23119, 19330422,   71.1, 9, 9999.9, 0, 1013.7, 8, 9999.9, 0,   9.9, 9,   7.5, 9,  15.9, 999.9,   80.2*,  54.3*, 0.00I,999.9, 000000,
722860,23119, 19330423,   69.8, 9, 9999.9, 0, 1011.4, 9, 9999.9, 0,   9.9, 9,   9.2, 9,  16.9, 999.9,   74.3*,  57.4*, 0.00I,999.9, 000000,
722860,23119, 19330424,   56.3, 9, 9999.9, 0, 1012.5, 9, 9999.9, 0,   9.9, 9,   5.1, 9,   7.0, 999.9,   60.3*,  50.4*,99.99 ,999.9, 010000,
722860,23119, 19330425,   53.6, 9, 9999.9, 0, 1011.3, 9, 9999.9, 0,   9.9, 9,   2.6, 9,   5.1, 999.9,   57.4*,  50.4*, 0.00I,999.9, 000000,
722860,23119, 19330426,   60.4, 9, 9999.9, 0, 1012.5, 9, 9999.9, 0,   9.9, 9,   5.8, 9,   9.9, 999.9,   65.3*,  53.4*, 0.00I,999.9, 000000,
722860,23119, 19330427,   61.6, 9, 9999.9, 0, 1010.7, 9, 9999.9, 0,   9.9, 9,   5.9, 9,  11.1, 999.9,   64.4*,  56.3*,99.99 ,999.9, 010000,
722860,23119, 19330428,   51.9, 9, 9999.9, 0, 1009.9, 9, 9999.9, 0,   9.5, 9,  10.9, 9,  14.0, 999.9,   54.3*,  49.3*,99.99 ,999.9, 010000,
722860,23119, 19330429,   54.0, 9, 9999.9, 0, 1015.7, 9, 9999.9, 0,   9.9, 9,   7.0, 9,  16.9, 999.9,   56.3*,  49.3*,99.99 ,999.9, 010000,
722860,23119, 19330430,   58.2, 9, 9999.9, 0, 1018.1, 9, 9999.9, 0,   9.9, 9,   3.3, 9,   6.0, 999.9,   65.3*,  47.3*, 0.00I,999.9, 000000,
722860,23119, 19330501,   60.0, 9, 9999.9, 0, 1018.3, 9, 9999.9, 0,   9.9, 9,   6.6, 9,   9.9, 999.9,   65.3*,  49.3*, 0.00I,999.9, 000000,
722860,23119, 19330502,   53.8, 9, 9999.9, 0, 1012.9, 9, 9999.9, 0,   9.7, 9,   5.9, 9,  11.1, 999.9,   58.3*,  43.3*,99.99 ,999.9, 010000,
722860,23119, 19330503,   62.9, 9, 9999.9, 0, 1012.6, 9, 9999.9, 0,   9.9, 9,  15.0, 9,  16.9, 999.9,   68.4*,  55.4*, 0.00I,999.9, 000000,
722860,23119, 19330504,   66.3, 9, 9999.9, 0, 1010.6, 9, 9999.9, 0,   9.9, 9,   6.6, 9,  14.0, 999.9,   72.3*,  52.3*, 0.00I,999.9, 000000,
722860,23119, 19330505,   59.4, 9, 9999.9, 0, 1010.9, 9, 9999.9, 0,   9.9, 9,  10.7, 9,  13.0, 999.9,   65.3*,  53.4*, 0.00I,999.9, 000000,
722860,23119, 19330506,   59.0, 9, 9999.9, 0, 1019.4, 9, 9999.9, 0,   9.9, 9,   6.5, 9,   9.9, 999.9,   65.3*,  47.3*, 0.00I,999.9, 000000,
722860,23119, 19330507,   61.9, 9, 9999.9, 0, 1018.0, 9, 9999.9, 0,   9.9, 9,   7.4, 9,  14.0, 999.9,   68.4*,  45.3*, 0.00I,999.9, 000000,
722860,23119, 19330508,   59.4, 9, 9999.9, 0, 1013.1, 9, 9999.9, 0,   9.9, 9,   5.6, 9,   9.9, 999.9,   66.4*,  48.4*, 0.00I,999.9, 000000,
722860,23119, 19330509,   56.3, 9, 9999.9, 0, 1011.4, 9, 9999.9, 0,   9.9, 9,  10.6, 9,  21.0, 999.9,   60.3*,  49.3*, 0.00I,999.9, 000000,
722860,23119, 19330510,   47.0, 9, 9999.9, 0, 1013.2, 9, 9999.9, 0,   9.9, 9,   5.6, 9,   8.9, 999.9,   54.3*,  42.4*,99.99 ,999.9, 010000,
722860,23119, 19330511,   50.2, 9, 9999.9, 0, 1016.5, 9, 9999.9, 0,   9.7, 9,   5.4, 9,   8.0, 999.9,   53.4*,  45.3*,99.99 ,999.9, 010000,
722860,23119, 19330512,   55.7, 9, 9999.9, 0, 1018.8, 9, 9999.9, 0,   9.9, 9,   5.0, 9,   9.9, 999.9,   60.3*,  48.4*, 0.00I,999.9, 000000,
722860,23119, 19330513,   61.9, 9, 9999.9, 0, 1021.3, 9, 9999.9, 0,   7.3, 9,   4.4, 9,   8.0, 999.9,   68.4*,  50.4*, 0.00I,999.9, 000000,
722860,23119, 19330514,   72.5, 9, 9999.9, 0, 1017.8, 9, 9999.9, 0,   9.1, 9,   7.1, 9,  16.9, 999.9,   80.2*,  57.4*, 0.00I,999.9, 000000,
722860,23119, 19330515,   70.7, 9, 9999.9, 0, 1013.5, 9, 9999.9, 0,   9.9, 9,   6.3, 9,  14.0, 999.9,   76.3*,  55.4*, 0.00I,999.9, 000000,
722860,23119, 19330516,   60.8, 9, 9999.9, 0, 1015.2, 9, 9999.9, 0,   9.0, 9,   7.1, 9,  12.0, 999.9,   68.4*,  46.4*, 0.00I,999.9, 100000,
722860,23119, 19330517,   64.5, 9, 9999.9, 0, 1017.2, 9, 9999.9, 0,   9.9, 9,   6.3, 9,  13.0, 999.9,   70.3*,  51.3*, 0.00I,999.9, 000000,
722860,23119, 19330518,   68.0, 9, 9999.9, 0, 1016.2, 9, 9999.9, 0,   9.9, 9,   7.3, 9,  15.9, 999.9,   74.3*,  55.4*, 0.00I,999.9, 000000,
722860,23119, 19330519,   71.1, 9, 9999.9, 0, 1014.7, 9, 9999.9, 0,   9.9, 9,   6.3, 9,  14.0, 999.9,   76.3*,  55.4*, 0.00I,999.9, 000000,
722860,23119, 19330520,   69.5, 9, 9999.9, 0, 1015.2, 9, 9999.9, 0,   9.9, 9,   7.6, 9,  15.9, 999.9,   74.3*,  53.4*, 0.00I,999.9, 000000,
